transaction_id,account_id,merchant_id,branch_id,transaction_datetime,transaction_type,amount,payment_method,channel,opening_balance,closing_balance,status,reference_no
TXN0056439,ACC005166,MER091,BR012,2025-11-15 14:37:00,Debit,182.31,UPI,POS,48886.73,48704.42,Success,REF5923624168
TXN0056440,ACC001680,MER100,BR012,2025-09-07 10:13:00,Debit,2654.17,NEFT,Internet Banking,273214.04,270559.87,Success,REF1073195755
TXN0056441,ACC004330,MER002,BR013,2025-12-02 06:37:00,Credit,680.53,Debit Card,Mobile Banking,143431.02,144111.55,Success,REF8823858917
TXN0056442,ACC000878,MER002,BR022,2026-06-30 15:55:00,Credit,2426.24,NEFT,Mobile Banking,145470.44,147896.68,Success,REF8375748564
TXN0056443,ACC001089,MER091,BR012,2026-06-25 12:44:00,Debit,2721.64,Credit Card,Internet Banking,103150.67,100429.03,Success,REF9291678312
TXN0056444,ACC001557,MER076,BR002,2025-07-08 12:47:00,Debit,4629.65,Credit Card,POS,81266.67,76637.02,Success,REF3062319253
TXN0056445,ACC002830,MER024,BR017,2025-02-14 11:16:00,Debit,2852.02,Credit Card,POS,43931.27,41079.25,Success,REF7632718954
TXN0056446,ACC004433,MER009,BR024,2025-11-03 18:42:00,Debit,1229.83,IMPS,Mobile Banking,229845.46,228615.62,Success,REF6440999736
TXN0056447,ACC006098,MER063,BR017,2026-07-06 15:08:00,Debit,980.7,UPI,Mobile Banking,185273.23,184292.53,Success,REF6930132473
TXN0056448,ACC003006,MER039,BR021,2025-06-02 16:05:00,Debit,1168.61,NEFT,Internet Banking,30342.95,29174.33,Success,REF1698385172
TXN0056449,ACC003308,MER051,BR006,2025-11-21 17:19:00,Debit,1018.21,IMPS,Internet Banking,93458.78,92440.58,Success,REF2663673065
TXN0056450,ACC005672,MER064,BR024,2025-04-12 18:00:00,Debit,771.29,UPI,Mobile Banking,50956.4,50185.11,Success,REF5784782361
TXN0056451,ACC004268,MER094,BR022,2026-02-01 16:35:00,Debit,200.89,NEFT,ATM,127355.48,127154.59,Success,REF4354715051
TXN0056452,ACC002373,MER118,BR024,2026-08-11 22:47:00,Debit,777.32,UPI,Mobile Banking,115728.72,114951.4,Failed,REF4095318433
TXN0056453,ACC002315,MER061,BR014,2025-02-14 17:06:00,Debit,2362.08,NEFT,Internet Banking,356918.98,354556.9,Success,REF7624676748
TXN0056454,ACC006041,MER002,BR024,2026-06-27 16:32:00,Credit,993.58,NEFT,POS,81619.71,82613.28,Success,REF4809163942
TXN0056455,ACC000880,MER119,BR002,2025-10-20 13:30:00,Debit,2075.97,Debit Card,POS,203258.18,201182.21,Success,REF7116104223
TXN0056456,ACC006002,MER005,BR024,2025-02-09 00:43:00,Debit,716.36,UPI,Internet Banking,70074.8,69358.44,Success,REF6785677916
TXN0056457,ACC003026,MER082,BR010,2025-05-25 07:45:00,Debit,2507.2,UPI,POS,60391.74,57884.54,Success,REF2430316639
TXN0056458,ACC004650,MER006,BR016,2025-12-27 06:18:00,Debit,874.05,Credit Card,Mobile Banking,120139.76,119265.72,Success,REF1554769226
TXN0056459,ACC005469,MER024,BR023,2026-08-08 20:18:00,Debit,1058.37,UPI,POS,151689.81,150631.44,Success,REF1812514524
TXN0056460,ACC004269,MER098,BR007,2025-07-07 04:52:00,Debit,1940.05,Debit Card,Internet Banking,246020.32,244080.26,Success,REF6998853927
TXN0056461,ACC004330,MER080,BR013,2025-05-15 14:33:00,Debit,1348.14,Credit Card,Mobile Banking,144111.55,142763.41,Success,REF5379883161
TXN0056462,ACC002603,MER004,BR007,2025-04-26 07:06:00,Debit,5964.14,UPI,POS,175601.18,169637.05,Success,REF5269870284
TXN0056463,ACC006147,MER041,BR017,2025-07-24 06:11:00,Debit,6792.79,Debit Card,Internet Banking,113649.54,106856.74,Success,REF3725308373
TXN0056464,ACC000561,MER106,BR011,2025-08-20 08:08:00,Debit,3669.24,Debit Card,Mobile Banking,34066.04,30396.8,Success,REF6281932465
TXN0056465,ACC000198,MER004,BR010,2025-04-02 12:02:00,Debit,5366.18,IMPS,POS,120335.93,114969.74,Success,REF1849089126
TXN0056466,ACC004831,MER081,BR004,2025-03-08 04:43:00,Debit,2053.57,IMPS,Mobile Banking,66391.27,64337.7,Success,REF2212999805
TXN0056467,ACC003918,MER052,BR014,2025-08-05 03:22:00,Debit,9592.99,Debit Card,Mobile Banking,68491.0,58898.01,Success,REF5948830686
TXN0056468,ACC004536,MER019,BR008,2026-01-30 15:17:00,Debit,3571.0,Debit Card,Mobile Banking,47843.1,44272.1,Success,REF6561770906
TXN0056469,ACC002805,MER010,BR024,2025-07-15 06:02:00,Debit,15421.85,IMPS,POS,330572.56,315150.71,Success,REF6945671011
TXN0056470,ACC005663,MER012,BR011,2025-12-06 15:12:00,Debit,10078.89,Debit Card,Mobile Banking,475348.68,465269.79,Success,REF1868902691
TXN0056471,ACC005523,MER089,BR019,2025-10-07 03:10:00,Debit,2316.22,UPI,Mobile Banking,293450.36,291134.14,Success,REF5427615871
TXN0056472,ACC002606,MER002,BR013,2025-08-17 14:08:00,Credit,1509.05,Debit Card,Internet Banking,229658.36,231167.42,Success,REF7514357887
TXN0056473,ACC002468,MER117,BR023,2025-12-13 13:43:00,Debit,3321.03,Debit Card,Mobile Banking,127088.52,123767.49,Success,REF9417233437
TXN0056474,ACC002340,MER002,BR024,2025-05-13 15:17:00,Credit,1641.24,Credit Card,Mobile Banking,106452.13,108093.37,Success,REF6185073729
TXN0056475,ACC000321,MER091,BR013,2025-08-04 17:09:00,Debit,10088.74,UPI,Mobile Banking,34863.1,24774.36,Success,REF1369676086
TXN0056476,ACC005866,MER035,BR001,2026-08-01 16:42:00,Debit,1242.31,Debit Card,ATM,168990.04,167747.73,Success,REF4417485248
TXN0056477,ACC004663,MER062,BR006,2026-07-07 08:58:00,Debit,871.22,Debit Card,Mobile Banking,45875.77,45004.55,Success,REF8473605696
TXN0056478,ACC003162,MER109,BR002,2025-07-23 06:06:00,Debit,1660.68,IMPS,ATM,2777.54,1116.86,Success,REF5208397325
TXN0056479,ACC004025,MER092,BR006,2026-07-31 21:07:00,Debit,4438.84,Credit Card,Mobile Banking,64966.34,60527.5,Success,REF8547078085
TXN0056480,ACC001864,MER057,BR012,2025-02-06 20:00:00,Debit,565.87,Debit Card,ATM,42320.93,41755.06,Success,REF3226100271
TXN0056481,ACC005636,MER094,BR017,2026-01-12 23:55:00,Debit,239.09,IMPS,Internet Banking,44781.51,44542.41,Success,REF7118135330
TXN0056482,ACC003269,MER076,BR022,2025-11-24 08:54:00,Debit,7592.58,IMPS,Mobile Banking,52468.12,44875.54,Success,REF6341539159
TXN0056483,ACC003077,MER002,BR023,2025-12-15 12:15:00,Credit,3666.65,UPI,Internet Banking,126147.46,129814.12,Success,REF1411905451
TXN0056484,ACC000030,MER104,BR017,2026-02-24 22:38:00,Debit,3232.73,UPI,Mobile Banking,171672.68,168439.94,Success,REF1336600472
TXN0056485,ACC004419,MER069,BR007,2025-01-19 21:55:00,Debit,2031.06,NEFT,Internet Banking,173305.2,171274.15,Success,REF2765237054
TXN0056486,ACC000567,MER061,BR019,2025-10-13 21:03:00,Debit,1386.88,Debit Card,Mobile Banking,98458.0,97071.11,Success,REF1367229030
TXN0056487,ACC002784,MER002,BR001,2025-03-12 07:50:00,Credit,916.08,IMPS,Internet Banking,441597.33,442513.41,Success,REF4763336804
TXN0056488,ACC004955,MER001,BR022,2026-06-01 12:59:00,Credit,86755.26,NEFT,Internet Banking,214841.61,301596.87,Success,REF3121130556
TXN0056489,ACC002989,MER002,BR019,2026-03-01 04:06:00,Credit,963.18,Credit Card,Mobile Banking,91739.58,92702.76,Success,REF5511340935
TXN0056490,ACC005890,MER014,BR001,2025-10-13 03:37:00,Debit,328.15,NEFT,Internet Banking,97492.05,97163.9,Success,REF1465413327
TXN0056491,ACC003906,MER031,BR016,2026-05-29 00:56:00,Debit,261.37,UPI,Mobile Banking,180365.05,180103.68,Success,REF9141635946
TXN0056492,ACC000704,MER098,BR022,2025-02-06 09:45:00,Debit,1536.66,Debit Card,Internet Banking,234806.59,233269.93,Success,REF1437520755
TXN0056493,ACC002964,MER002,BR020,2026-01-01 17:15:00,Credit,594.36,UPI,Mobile Banking,31035.2,31629.56,Success,REF9311097066
TXN0056494,ACC002720,MER004,BR012,2025-04-26 19:53:00,Debit,2718.11,Debit Card,Mobile Banking,177709.65,174991.53,Success,REF6174943900
TXN0056495,ACC003739,MER031,BR013,2025-04-18 06:33:00,Debit,421.65,Debit Card,POS,73833.33,73411.68,Success,REF7462004299
TXN0056496,ACC002009,MER006,BR023,2026-01-10 20:13:00,Debit,85.26,Debit Card,ATM,110966.3,110881.04,Success,REF7447179764
TXN0056497,ACC003271,MER061,BR002,2025-07-17 05:40:00,Debit,2427.45,Debit Card,Mobile Banking,47114.0,44686.56,Success,REF2670797142
TXN0056498,ACC001366,MER010,BR009,2026-04-02 09:22:00,Debit,1993.7,Debit Card,POS,79187.69,77193.98,Success,REF1389084959
TXN0056499,ACC002418,MER097,BR008,2026-03-15 13:40:00,Debit,853.8,IMPS,Internet Banking,7566.12,6712.31,Success,REF9831734438
TXN0056500,ACC005645,MER051,BR025,2025-10-10 08:06:00,Debit,4282.07,UPI,Internet Banking,114866.05,110583.98,Success,REF3480890755
TXN0056501,ACC001794,MER002,BR017,2025-03-01 20:48:00,Credit,562.35,UPI,Internet Banking,65597.67,66160.01,Success,REF9251471356
TXN0056502,ACC004357,MER103,BR019,2025-12-15 20:34:00,Debit,6331.37,NEFT,Mobile Banking,136646.18,130314.8,Success,REF8761650472
TXN0056503,ACC005518,MER087,BR007,2025-06-26 08:34:00,Debit,6277.94,IMPS,POS,164536.2,158258.26,Success,REF6298147046
TXN0056504,ACC002999,MER053,BR015,2025-06-07 05:38:00,Debit,192.15,NEFT,POS,146843.51,146651.36,Success,REF6866451674
TXN0056505,ACC001430,MER071,BR023,2025-04-13 11:58:00,Debit,1581.55,Debit Card,Mobile Banking,256410.75,254829.2,Success,REF4831842202
TXN0056506,ACC002276,MER068,BR024,2025-08-13 02:59:00,Debit,746.75,Debit Card,Mobile Banking,74809.14,74062.39,Success,REF9155545632
TXN0056507,ACC002170,MER023,BR019,2025-11-10 12:35:00,Debit,1550.26,IMPS,Mobile Banking,78316.83,76766.58,Success,REF3266493424
TXN0056508,ACC003266,MER009,BR007,2025-04-02 19:30:00,Debit,1712.61,UPI,Mobile Banking,185553.6,183840.99,Success,REF1612860387
TXN0056509,ACC002288,MER034,BR025,2025-07-04 03:50:00,Debit,4366.38,Credit Card,Internet Banking,211373.49,207007.11,Success,REF9447843617
TXN0056510,ACC003349,MER008,BR009,2026-01-19 17:05:00,Debit,318.09,UPI,ATM,294746.71,294428.62,Success,REF7878813008
TXN0056511,ACC005549,MER025,BR004,2026-06-23 17:59:00,Debit,876.35,Credit Card,Mobile Banking,143375.57,142499.21,Success,REF6384740248
TXN0056512,ACC001659,MER019,BR005,2025-06-30 15:16:00,Debit,170.65,UPI,POS,118633.71,118463.06,Success,REF9925392221
TXN0056513,ACC000088,MER023,BR004,2026-01-03 08:49:00,Debit,1555.73,Debit Card,Mobile Banking,79122.79,77567.06,Success,REF2821069001
TXN0056514,ACC003220,MER021,BR001,2026-08-11 16:46:00,Debit,1336.04,UPI,POS,126014.02,124677.98,Success,REF4123919494
TXN0056515,ACC004851,MER001,BR004,2025-06-01 01:27:00,Credit,104696.69,NEFT,Internet Banking,85988.22,190684.91,Success,REF9221320286
TXN0056516,ACC000453,MER089,BR007,2026-02-16 16:30:00,Debit,3061.84,UPI,POS,94908.21,91846.38,Success,REF6868082980
TXN0056517,ACC002805,MER002,BR016,2026-03-11 13:42:00,Credit,3329.63,Credit Card,Mobile Banking,315150.71,318480.34,Success,REF5250566156
TXN0056518,ACC004158,MER002,BR018,2025-02-27 01:09:00,Credit,1251.96,Credit Card,Internet Banking,132381.27,133633.23,Success,REF9420780412
TXN0056519,ACC004616,MER015,BR003,2025-10-29 10:33:00,Debit,558.27,UPI,POS,67646.64,67088.38,Success,REF7564611580
TXN0056520,ACC001756,MER111,BR018,2025-07-28 05:58:00,Debit,3818.78,UPI,Mobile Banking,52054.35,48235.57,Success,REF4439408206
TXN0056521,ACC001153,MER085,BR013,2026-07-03 17:41:00,Debit,4919.19,IMPS,POS,155359.37,150440.18,Success,REF3866140409
TXN0056522,ACC001713,MER059,BR006,2026-04-11 21:15:00,Debit,2449.01,UPI,POS,19535.73,17086.72,Success,REF5170436861
TXN0056523,ACC005321,MER099,BR007,2025-09-14 04:44:00,Debit,857.82,Credit Card,POS,60572.16,59714.35,Success,REF5550696049
TXN0056524,ACC001198,MER045,BR015,2025-09-08 20:01:00,Debit,2418.67,Debit Card,POS,215405.77,212987.1,Success,REF6163362033
TXN0056525,ACC002230,MER027,BR001,2025-01-19 05:30:00,Debit,1964.64,UPI,ATM,0.0,0.0,Success,REF7831566866
TXN0056526,ACC000922,MER001,BR005,2025-08-02 08:09:00,Credit,48390.85,NEFT,Internet Banking,158260.26,206651.11,Success,REF8686233223
TXN0056527,ACC001442,MER024,BR009,2026-04-02 09:38:00,Debit,764.63,Debit Card,Internet Banking,370926.72,370162.09,Success,REF5002693667
TXN0056528,ACC003932,MER078,BR025,2025-11-22 23:39:00,Debit,4046.33,Debit Card,Mobile Banking,87190.72,83144.39,Success,REF6699843930
TXN0056529,ACC000884,MER104,BR011,2025-10-26 13:22:00,Debit,4250.03,Debit Card,Mobile Banking,119847.98,115597.95,Success,REF7444549707
TXN0056530,ACC005985,MER069,BR021,2026-03-22 23:26:00,Debit,5368.58,Debit Card,Mobile Banking,114226.64,108858.06,Success,REF3655101068
TXN0056531,ACC004674,MER054,BR001,2025-08-05 04:37:00,Debit,1493.41,UPI,Mobile Banking,62747.79,61254.38,Success,REF4720037084
TXN0056532,ACC000699,MER002,BR004,2025-07-22 22:04:00,Credit,1141.97,NEFT,ATM,99053.58,100195.55,Success,REF6355874430
TXN0056533,ACC002456,MER046,BR008,2026-05-19 13:57:00,Debit,973.06,Credit Card,Mobile Banking,72700.36,71727.3,Success,REF8579758064
TXN0056534,ACC002633,MER088,BR020,2025-12-09 19:43:00,Debit,980.59,UPI,POS,59070.03,58089.44,Success,REF4233915404
TXN0056535,ACC002394,MER043,BR017,2025-04-28 11:49:00,Debit,5115.82,IMPS,Internet Banking,42158.41,37042.6,Failed,REF3941099365
TXN0056536,ACC005297,MER002,BR003,2025-05-16 12:12:00,Credit,1510.03,IMPS,Mobile Banking,69204.98,70715.01,Success,REF6059805712
TXN0056537,ACC001319,MER071,BR007,2025-09-27 06:55:00,Debit,861.38,Debit Card,POS,65788.45,64927.06,Success,REF8266786405
TXN0056538,ACC000589,MER051,BR023,2026-04-22 11:15:00,Debit,3669.94,UPI,POS,131151.14,127481.2,Success,REF4025247926
TXN0056539,ACC005047,MER025,BR009,2025-03-05 21:04:00,Debit,9365.73,UPI,Internet Banking,277801.09,268435.36,Success,REF1470842695
TXN0056540,ACC005793,MER054,BR009,2026-07-15 03:49:00,Debit,3243.37,UPI,ATM,115144.57,111901.2,Success,REF1773484906
TXN0056541,ACC006061,MER017,BR014,2026-07-17 21:17:00,Debit,1796.83,NEFT,Mobile Banking,192986.93,191190.1,Success,REF7347928493
TXN0056542,ACC000785,MER002,BR017,2025-07-04 19:06:00,Credit,994.33,UPI,Internet Banking,42693.34,43687.67,Success,REF9074785159
TXN0056543,ACC000446,MER061,BR017,2026-05-24 04:21:00,Debit,1966.24,Debit Card,Mobile Banking,96330.84,94364.6,Success,REF3475140302
TXN0056544,ACC002880,MER012,BR023,2025-12-14 14:50:00,Debit,1957.19,Credit Card,Mobile Banking,54313.75,52356.55,Success,REF6042639578
TXN0056545,ACC003186,MER036,BR023,2025-05-06 06:17:00,Debit,3987.51,UPI,Mobile Banking,156519.27,152531.77,Success,REF9633435494
TXN0056546,ACC002740,MER042,BR011,2026-01-24 22:48:00,Debit,2649.64,Credit Card,Mobile Banking,206481.94,203832.3,Success,REF8208096855
TXN0056547,ACC004208,MER094,BR009,2025-04-22 18:26:00,Debit,501.88,UPI,Internet Banking,63364.96,62863.08,Success,REF3391317810
TXN0056548,ACC004165,MER008,BR008,2025-09-26 06:13:00,Debit,1484.45,NEFT,Internet Banking,104296.63,102812.18,Success,REF2631458962
TXN0056549,ACC001599,MER098,BR005,2025-11-21 09:54:00,Debit,1684.77,UPI,Mobile Banking,235036.58,233351.81,Success,REF8841588503
TXN0056550,ACC004097,MER026,BR013,2026-01-07 22:15:00,Debit,1286.41,Debit Card,Mobile Banking,118196.8,116910.39,Success,REF3299297604
TXN0056551,ACC002465,MER111,BR006,2025-01-31 13:38:00,Debit,8796.03,Credit Card,Mobile Banking,137925.08,129129.05,Success,REF9007502839
TXN0056552,ACC002074,MER106,BR016,2026-03-03 21:23:00,Debit,11290.04,Debit Card,POS,12899.44,1609.39,Success,REF1805190367
TXN0056553,ACC004743,MER079,BR009,2025-12-04 01:23:00,Debit,1626.92,IMPS,Mobile Banking,155787.05,154160.12,Success,REF6360485105
TXN0056554,ACC002886,MER026,BR010,2025-04-26 18:35:00,Debit,1198.86,UPI,Internet Banking,16078.44,14879.57,Success,REF3437606088
TXN0056555,ACC002963,MER002,BR009,2026-08-16 18:07:00,Credit,1006.69,NEFT,Mobile Banking,96912.62,97919.32,Success,REF6819917521
TXN0056556,ACC001899,MER021,BR007,2026-08-21 08:08:00,Debit,1450.67,Debit Card,ATM,68062.48,66611.81,Success,REF9084040151
TXN0056557,ACC003763,MER092,BR019,2026-04-03 14:42:00,Debit,626.7,NEFT,Internet Banking,162256.72,161630.01,Success,REF7563763872
TXN0056558,ACC003419,MER058,BR018,2025-05-11 00:03:00,Debit,1993.34,Credit Card,POS,135643.88,133650.54,Success,REF6074350062
TXN0056559,ACC001332,MER001,BR003,2025-07-07 22:52:00,Debit,2982.57,IMPS,ATM,24945.56,21962.98,Failed,REF5495574891
TXN0056560,ACC005296,MER001,BR001,2025-02-01 01:14:00,Credit,26385.47,NEFT,Internet Banking,108582.79,134968.26,Success,REF6378691250
TXN0056561,ACC001716,MER091,BR018,2026-08-14 14:24:00,Debit,533.91,IMPS,POS,150838.14,150304.24,Success,REF1154661126
TXN0056562,ACC004328,MER092,BR024,2025-10-01 04:00:00,Debit,3821.25,Debit Card,POS,126317.64,122496.39,Success,REF9365171620
TXN0056563,ACC000202,MER059,BR017,2025-02-20 11:41:00,Debit,578.05,UPI,Internet Banking,60294.13,59716.08,Failed,REF7629691317
TXN0056564,ACC001451,MER093,BR002,2025-06-16 14:30:00,Debit,3764.71,Debit Card,POS,86283.73,82519.02,Success,REF9395194400
TXN0056565,ACC000978,MER120,BR005,2025-06-24 14:28:00,Debit,635.69,UPI,Mobile Banking,110834.59,110198.89,Success,REF8766249747
TXN0056566,ACC004299,MER079,BR010,2025-03-29 21:58:00,Debit,997.26,UPI,Mobile Banking,202578.31,201581.05,Success,REF3124360942
TXN0056567,ACC001161,MER032,BR019,2025-04-16 17:46:00,Debit,944.42,Credit Card,Internet Banking,0.0,0.0,Success,REF8029255384
TXN0056568,ACC005272,MER002,BR025,2025-06-01 06:13:00,Credit,231.94,Debit Card,Mobile Banking,149379.84,149611.78,Success,REF7959260389
TXN0056569,ACC001968,MER012,BR016,2025-12-29 04:48:00,Debit,2681.53,Debit Card,Mobile Banking,17090.12,14408.59,Failed,REF4408686425
TXN0056570,ACC004060,MER062,BR015,2026-08-04 10:47:00,Debit,114.82,IMPS,Mobile Banking,185508.38,185393.57,Success,REF6035881221
TXN0056571,ACC000589,MER114,BR015,2025-03-08 10:24:00,Debit,6806.6,UPI,Internet Banking,127481.2,120674.6,Success,REF7109264526
TXN0056572,ACC004549,MER096,BR022,2025-09-30 14:10:00,Debit,7280.0,UPI,Mobile Banking,318719.19,311439.19,Success,REF6032573187
TXN0056573,ACC002683,MER062,BR019,2025-11-23 14:32:00,Debit,1044.69,UPI,Mobile Banking,37596.8,36552.12,Success,REF8770344281
TXN0056574,ACC004107,MER075,BR003,2025-08-24 16:44:00,Debit,3558.04,UPI,Mobile Banking,179451.94,175893.9,Success,REF7775361256
TXN0056575,ACC002684,MER002,BR022,2025-07-13 21:22:00,Debit,1864.73,UPI,Internet Banking,23279.78,21415.05,Success,REF8844358523
TXN0056576,ACC003128,MER004,BR017,2025-11-22 00:00:00,Debit,833.89,UPI,Mobile Banking,137637.11,136803.22,Success,REF3241755151
TXN0056577,ACC001254,MER002,BR001,2025-03-07 04:34:00,Credit,1146.47,UPI,POS,0.0,1146.47,Success,REF6693904843
TXN0056578,ACC004500,MER114,BR012,2026-07-27 20:33:00,Debit,5629.23,UPI,ATM,925.41,0.0,Success,REF3270133924
TXN0056579,ACC000158,MER034,BR006,2026-01-21 11:56:00,Debit,4122.75,Debit Card,Internet Banking,0.0,0.0,Success,REF3681558595
TXN0056580,ACC005736,MER035,BR015,2026-04-14 18:32:00,Debit,1455.6,Debit Card,POS,52121.7,50666.1,Success,REF2156729254
TXN0056581,ACC004275,MER104,BR010,2026-03-27 06:01:00,Debit,621.62,UPI,Mobile Banking,249544.46,248922.84,Success,REF8843471016
TXN0056582,ACC005600,MER020,BR004,2025-08-15 18:52:00,Debit,1041.07,UPI,Mobile Banking,57614.43,56573.37,Success,REF5203964795
TXN0056583,ACC003972,MER091,BR021,2026-08-03 08:52:00,Debit,1437.16,Debit Card,Mobile Banking,209594.97,208157.81,Success,REF3141185942
TXN0056584,ACC000878,MER002,BR013,2025-11-28 03:57:00,Credit,1395.27,UPI,Internet Banking,147896.68,149291.95,Success,REF7960743183
TXN0056585,ACC005986,MER111,BR005,2026-08-14 12:26:00,Debit,4096.24,UPI,Mobile Banking,295360.02,291263.77,Success,REF8264843036
TXN0056586,ACC005351,MER090,BR008,2026-06-11 22:03:00,Debit,1694.85,IMPS,POS,167602.49,165907.64,Success,REF8717000879
TXN0056587,ACC005977,MER001,BR020,2026-08-01 03:23:00,Credit,92629.32,NEFT,Internet Banking,152576.87,245206.19,Success,REF8051177434
TXN0056588,ACC005310,MER099,BR006,2025-10-28 21:11:00,Debit,1063.01,UPI,POS,104132.68,103069.67,Success,REF5201480071
TXN0056589,ACC004056,MER120,BR022,2025-02-21 11:58:00,Debit,1427.72,UPI,Internet Banking,60213.94,58786.22,Success,REF3807802684
TXN0056590,ACC002059,MER009,BR021,2026-03-28 19:28:00,Debit,2005.73,UPI,POS,165543.66,163537.93,Success,REF1451735151
TXN0056591,ACC000970,MER075,BR006,2026-03-06 09:59:00,Debit,2514.2,UPI,Internet Banking,59036.23,56522.03,Failed,REF7087827195
TXN0056592,ACC001515,MER059,BR012,2025-07-25 13:47:00,Debit,1027.9,Credit Card,Mobile Banking,165762.59,164734.69,Failed,REF6940363152
TXN0056593,ACC001864,MER009,BR005,2026-08-19 12:32:00,Debit,4565.64,Debit Card,POS,41755.06,37189.41,Success,REF8894799330
TXN0056594,ACC005418,MER087,BR011,2025-12-14 02:18:00,Debit,6861.9,IMPS,Mobile Banking,14001.52,7139.62,Success,REF2478074709
TXN0056595,ACC005215,MER069,BR025,2026-06-12 17:19:00,Debit,6843.92,UPI,Mobile Banking,31031.81,24187.89,Success,REF9995529187
TXN0056596,ACC002477,MER014,BR017,2025-05-26 21:19:00,Debit,273.47,UPI,POS,110113.29,109839.83,Success,REF6014227712
TXN0056597,ACC002331,MER091,BR022,2025-09-16 22:10:00,Debit,1218.25,IMPS,ATM,120313.49,119095.24,Success,REF7799838936
TXN0056598,ACC003368,MER024,BR012,2025-05-29 13:55:00,Debit,2006.78,Debit Card,POS,131882.77,129876.0,Success,REF4295801867
TXN0056599,ACC005490,MER002,BR019,2026-02-18 10:44:00,Credit,1314.49,NEFT,Internet Banking,196925.15,198239.64,Success,REF8214600222
TXN0056600,ACC002035,MER051,BR025,2026-01-14 07:00:00,Debit,3671.87,NEFT,Mobile Banking,157773.39,154101.51,Success,REF9793604915
TXN0056601,ACC005201,MER093,BR006,2026-07-14 10:26:00,Debit,1888.1,UPI,Internet Banking,115215.36,113327.26,Success,REF7248694036
TXN0056602,ACC004791,MER002,BR023,2025-10-10 08:09:00,Credit,501.29,NEFT,Mobile Banking,235892.33,236393.62,Success,REF8711024362
TXN0056603,ACC000489,MER106,BR021,2025-01-26 23:31:00,Debit,1845.78,Debit Card,ATM,171400.65,169554.87,Success,REF3314955746
TXN0056604,ACC004950,MER047,BR019,2025-06-24 06:28:00,Debit,944.04,Debit Card,Mobile Banking,64596.44,63652.4,Success,REF7766254613
TXN0056605,ACC001711,MER036,BR016,2025-04-16 07:24:00,Debit,7627.75,Debit Card,POS,73572.06,65944.3,Success,REF8465717952
TXN0056606,ACC000682,MER039,BR009,2025-12-06 16:42:00,Debit,6331.26,UPI,Mobile Banking,26742.75,20411.49,Success,REF7783000663
TXN0056607,ACC003383,MER105,BR012,2025-08-26 13:19:00,Debit,1091.27,Debit Card,Internet Banking,191445.31,190354.04,Success,REF3189832513
TXN0056608,ACC003428,MER088,BR020,2026-03-13 05:43:00,Debit,457.31,Debit Card,Mobile Banking,14358.69,13901.38,Success,REF4048238531
TXN0056609,ACC002150,MER069,BR025,2025-03-09 05:30:00,Debit,9927.42,UPI,Mobile Banking,68250.46,58323.03,Success,REF1507809962
TXN0056610,ACC005003,MER048,BR004,2025-02-10 12:26:00,Debit,2759.34,IMPS,ATM,119144.86,116385.52,Success,REF2991158562
TXN0056611,ACC000444,MER027,BR003,2025-01-24 01:50:00,Debit,2009.08,NEFT,POS,145969.98,143960.89,Success,REF6661011604
TXN0056612,ACC001815,MER026,BR025,2025-09-18 04:46:00,Debit,1209.97,UPI,Mobile Banking,92173.61,90963.64,Success,REF4056696367
TXN0056613,ACC005872,MER031,BR004,2025-12-27 08:23:00,Debit,1484.67,UPI,Mobile Banking,69527.84,68043.17,Success,REF6522193609
TXN0056614,ACC005863,MER032,BR002,2025-07-09 07:56:00,Debit,2682.1,NEFT,POS,201726.73,199044.63,Success,REF9968618221
TXN0056615,ACC002870,MER039,BR012,2026-03-10 12:08:00,Debit,3373.84,Credit Card,POS,74547.21,71173.38,Success,REF7740141352
TXN0056616,ACC000523,MER099,BR019,2026-03-02 09:53:00,Debit,1328.45,UPI,ATM,301175.31,299846.86,Success,REF8196283206
TXN0056617,ACC002541,MER039,BR020,2026-04-04 02:02:00,Debit,2219.78,Debit Card,POS,43286.94,41067.16,Success,REF3939471333
TXN0056618,ACC002084,MER009,BR021,2026-05-28 05:36:00,Debit,4540.5,NEFT,Mobile Banking,52710.21,48169.7,Success,REF9594587935
TXN0056619,ACC002725,MER047,BR012,2025-07-13 09:55:00,Debit,2329.65,Debit Card,POS,28833.51,26503.87,Success,REF3209191946
TXN0056620,ACC004891,MER038,BR005,2026-04-28 01:15:00,Debit,855.09,Credit Card,Mobile Banking,94097.34,93242.25,Success,REF5124361168
TXN0056621,ACC003278,MER002,BR015,2025-04-16 06:16:00,Credit,822.28,UPI,Mobile Banking,29518.1,30340.39,Success,REF9233011439
TXN0056622,ACC000928,MER007,BR023,2025-01-31 13:13:00,Debit,439.68,Debit Card,Mobile Banking,74670.97,74231.29,Success,REF4808900690
TXN0056623,ACC005082,MER095,BR018,2025-01-08 04:42:00,Debit,4537.21,Debit Card,Internet Banking,366014.76,361477.55,Success,REF9901774702
TXN0056624,ACC003847,MER028,BR009,2025-05-30 22:54:00,Debit,2456.26,Debit Card,Internet Banking,188133.46,185677.2,Success,REF9234872414
TXN0056625,ACC001321,MER031,BR007,2025-03-19 04:23:00,Debit,722.65,UPI,POS,173162.32,172439.67,Success,REF2614830422
TXN0056626,ACC003742,MER117,BR011,2026-01-12 14:48:00,Debit,3609.87,NEFT,Mobile Banking,51198.53,47588.67,Success,REF8665131567
